Categoría,Texto
Secreto,"El mundo se extraña de que por qué les pasa lo que les pasa, que por qué viven lo que viven y soportan lo que soportan. Nadie se tome nada personal, así como uno vive, viven montones igual y por diseño. Es la vida que les deparó el engaño al que se sometió la sociedad. Sería como tomarse personal una diabetes. Para nadie es secreto que una diabetes no es tan solo un problema personal, sino uno causado por aspectos más profundos de la sociedad. Así en todos los aspectos de la vida no son la gente sino quienes responden por la gente los responsables de sus problemas. No es problema de una vaca sus enfermedades, sino de la condición en que el ganadero tiene a las vacas. ¿Por qué sentirse desdichado por los problemas de la familia? Es otro problema causado por los dueños de los pueblos. Si el mundo entendiera esto dejarían de actuar como individuos. El concepto del individuo es un medio para reducir la voz de las personas. Quienes creen que de verdad son individuos se callan sus problemas y rehusan a escuchar los de los demás. El individualismo es otra herramienta de masificación, que como otras busca reducir a las personas en la incultura"
Humanos,"El mundo se extraña de que por qué les pasa lo que les pasa, que por qué viven lo que viven y soportan lo que soportan. Nadie se tome nada personal, así como uno vive, viven montones igual y por diseño. Es la vida que les deparó el engaño al que se sometió la sociedad. Sería como tomarse personal una diabetes. Para nadie es secreto que una diabetes no es tan solo un problema personal, sino uno causado por aspectos más profundos de la sociedad. Así en todos los aspectos de la vida no son la gente sino quienes responden por la gente los responsables de sus problemas. No es problema de una vaca sus enfermedades, sino de la condición en que el ganadero tiene a las vacas. ¿Por qué sentirse desdichado por los problemas de la familia? Es otro problema causado por los dueños de los pueblos. Si el mundo entendiera esto dejarían de actuar como individuos. El concepto del individuo es un medio para reducir la voz de las personas. Quienes creen que de verdad son individuos se callan sus problemas y rehusan a escuchar los de los demás. El individualismo es otra herramienta de masificación, que como otras busca reducir a las personas en la incultura"
Masificación,"El mundo se extraña de que por qué les pasa lo que les pasa, que por qué viven lo que viven y soportan lo que soportan. Nadie se tome nada personal, así como uno vive, viven montones igual y por diseño. Es la vida que les deparó el engaño al que se sometió la sociedad. Sería como tomarse personal una diabetes. Para nadie es secreto que una diabetes no es tan solo un problema personal, sino uno causado por aspectos más profundos de la sociedad. Así en todos los aspectos de la vida no son la gente sino quienes responden por la gente los responsables de sus problemas. No es problema de una vaca sus enfermedades, sino de la condición en que el ganadero tiene a las vacas. ¿Por qué sentirse desdichado por los problemas de la familia? Es otro problema causado por los dueños de los pueblos. Si el mundo entendiera esto dejarían de actuar como individuos. El concepto del individuo es un medio para reducir la voz de las personas. Quienes creen que de verdad son individuos se callan sus problemas y rehusan a escuchar los de los demás. El individualismo es otra herramienta de masificación, que como otras busca reducir a las personas en la incultura"
Dios,"Nadie ha sido llamado por Dios a hacer posible lo imposible. No se puede cambiar el destino que cada uno tiene por Dios. No todos vinieron para alabarlo de la misma manera. Unos lo harán haciendo lo que a uno le parece detestable, porque por la armonía así lo quizo Dios"
Armonía,"Nadie ha sido llamado por Dios a hacer posible lo imposible. No se puede cambiar el destino que cada uno tiene por Dios. No todos vinieron para alabarlo de la misma manera. Unos lo harán haciendo lo que a uno le parece detestable, porque por la armonía así lo quizo Dios"
Cambiar,"Nadie ha sido llamado por Dios a hacer posible lo imposible. No se puede cambiar el destino que cada uno tiene por Dios. No todos vinieron para alabarlo de la misma manera. Unos lo harán haciendo lo que a uno le parece detestable, porque por la armonía así lo quizo Dios"
Dinero,Al bárbaro la consciencia le cuesta mínimo un viaje a la India. Todo le cuesta dinero a esos desgraciados. Todo lo creen obtenible a cuanto más dinero les cueste. Siempre exponiendo su privilegio y lo afanado que son para cualquier cosa. Superficial como si no se pudieran iluminar si no están en la india vestidos de monje
Consciencia,Al bárbaro la consciencia le cuesta mínimo un viaje a la India. Todo le cuesta dinero a esos desgraciados. Todo lo creen obtenible a cuanto más dinero les cueste. Siempre exponiendo su privilegio y lo afanado que son para cualquier cosa. Superficial como si no se pudieran iluminar si no están en la india vestidos de monje
Iluminación,Al bárbaro la consciencia le cuesta mínimo un viaje a la India. Todo le cuesta dinero a esos desgraciados. Todo lo creen obtenible a cuanto más dinero les cueste. Siempre exponiendo su privilegio y lo afanado que son para cualquier cosa. Superficial como si no se pudieran iluminar si no están en la india vestidos de monje
Felicidad,"La censura es señal de la manipulación de la gente. La censura es síntoma del adoctrinamiento del mundo. Es indicación de que la libertad no existe, y el hecho de que se hable de proteger la libertad de la gente y que la gente se lo crea es el colmo de la manipulación. Al mundo le concierne que la gente no sea capaz de opinar, lo cual es cierto porque a la gente no se le enseña a ser humano, sino solamente a trabajar. Pero en eso radica la mentira, en otro engaño de hacer creer a la gente que la felicidad está en tener plata, y en comprar y comprar. Y para peor la mayoría no vive más que pagando lo mínimo para sobrevivir"
Trabajar,"La censura es señal de la manipulación de la gente. La censura es síntoma del adoctrinamiento del mundo. Es indicación de que la libertad no existe, y el hecho de que se hable de proteger la libertad de la gente y que la gente se lo crea es el colmo de la manipulación. Al mundo le concierne que la gente no sea capaz de opinar, lo cual es cierto porque a la gente no se le enseña a ser humano, sino solamente a trabajar. Pero en eso radica la mentira, en otro engaño de hacer creer a la gente que la felicidad está en tener plata, y en comprar y comprar. Y para peor la mayoría no vive más que pagando lo mínimo para sobrevivir"
Gente,"La censura es señal de la manipulación de la gente. La censura es síntoma del adoctrinamiento del mundo. Es indicación de que la libertad no existe, y el hecho de que se hable de proteger la libertad de la gente y que la gente se lo crea es el colmo de la manipulación. Al mundo le concierne que la gente no sea capaz de opinar, lo cual es cierto porque a la gente no se le enseña a ser humano, sino solamente a trabajar. Pero en eso radica la mentira, en otro engaño de hacer creer a la gente que la felicidad está en tener plata, y en comprar y comprar. Y para peor la mayoría no vive más que pagando lo mínimo para sobrevivir"
Mundo,"La censura es señal de la manipulación de la gente. La censura es síntoma del adoctrinamiento del mundo. Es indicación de que la libertad no existe, y el hecho de que se hable de proteger la libertad de la gente y que la gente se lo crea es el colmo de la manipulación. Al mundo le concierne que la gente no sea capaz de opinar, lo cual es cierto porque a la gente no se le enseña a ser humano, sino solamente a trabajar. Pero en eso radica la mentira, en otro engaño de hacer creer a la gente que la felicidad está en tener plata, y en comprar y comprar. Y para peor la mayoría no vive más que pagando lo mínimo para sobrevivir"
Engaño,"La censura es señal de la manipulación de la gente. La censura es síntoma del adoctrinamiento del mundo. Es indicación de que la libertad no existe, y el hecho de que se hable de proteger la libertad de la gente y que la gente se lo crea es el colmo de la manipulación. Al mundo le concierne que la gente no sea capaz de opinar, lo cual es cierto porque a la gente no se le enseña a ser humano, sino solamente a trabajar. Pero en eso radica la mentira, en otro engaño de hacer creer a la gente que la felicidad está en tener plata, y en comprar y comprar. Y para peor la mayoría no vive más que pagando lo mínimo para sobrevivir"
Humanos,"La censura es señal de la manipulación de la gente. La censura es síntoma del adoctrinamiento del mundo. Es indicación de que la libertad no existe, y el hecho de que se hable de proteger la libertad de la gente y que la gente se lo crea es el colmo de la manipulación. Al mundo le concierne que la gente no sea capaz de opinar, lo cual es cierto porque a la gente no se le enseña a ser humano, sino solamente a trabajar. Pero en eso radica la mentira, en otro engaño de hacer creer a la gente que la felicidad está en tener plata, y en comprar y comprar. Y para peor la mayoría no vive más que pagando lo mínimo para sobrevivir"
Avanzar,"Los libros de historia no enseñan nada, sino a aceptar a todos verse como el mundo los quiere ver. El mundo le a construido una fantasía a todos, le ha inventado otro engaño como todos los demás. El engaño de la educación. Del creer que la educación que les dan los hace libres e independientes. Del creer que la educación que les dan les ayuda a avanzar y a crecer como personas. El mundo vive en todo un engaño. La educación se ha creado para hacer creer a todos que avanzar es comprar y comprar. En base a la educación de consumo se ha hasta inventado toda la historia de la humanidad. Nada que no convenga a la economía se dice"
Mundo,"Los libros de historia no enseñan nada, sino a aceptar a todos verse como el mundo los quiere ver. El mundo le a construido una fantasía a todos, le ha inventado otro engaño como todos los demás. El engaño de la educación. Del creer que la educación que les dan los hace libres e independientes. Del creer que la educación que les dan les ayuda a avanzar y a crecer como personas. El mundo vive en todo un engaño. La educación se ha creado para hacer creer a todos que avanzar es comprar y comprar. En base a la educación de consumo se ha hasta inventado toda la historia de la humanidad. Nada que no convenga a la economía se dice"
Ayudar,"Los libros de historia no enseñan nada, sino a aceptar a todos verse como el mundo los quiere ver. El mundo le a construido una fantasía a todos, le ha inventado otro engaño como todos los demás. El engaño de la educación. Del creer que la educación que les dan los hace libres e independientes. Del creer que la educación que les dan les ayuda a avanzar y a crecer como personas. El mundo vive en todo un engaño. La educación se ha creado para hacer creer a todos que avanzar es comprar y comprar. En base a la educación de consumo se ha hasta inventado toda la historia de la humanidad. Nada que no convenga a la economía se dice"
Engaño,"Los libros de historia no enseñan nada, sino a aceptar a todos verse como el mundo los quiere ver. El mundo le a construido una fantasía a todos, le ha inventado otro engaño como todos los demás. El engaño de la educación. Del creer que la educación que les dan los hace libres e independientes. Del creer que la educación que les dan les ayuda a avanzar y a crecer como personas. El mundo vive en todo un engaño. La educación se ha creado para hacer creer a todos que avanzar es comprar y comprar. En base a la educación de consumo se ha hasta inventado toda la historia de la humanidad. Nada que no convenga a la economía se dice"
Humanidad,"Los libros de historia no enseñan nada, sino a aceptar a todos verse como el mundo los quiere ver. El mundo le a construido una fantasía a todos, le ha inventado otro engaño como todos los demás. El engaño de la educación. Del creer que la educación que les dan los hace libres e independientes. Del creer que la educación que les dan les ayuda a avanzar y a crecer como personas. El mundo vive en todo un engaño. La educación se ha creado para hacer creer a todos que avanzar es comprar y comprar. En base a la educación de consumo se ha hasta inventado toda la historia de la humanidad. Nada que no convenga a la economía se dice"
Aceptación,"Los libros de historia no enseñan nada, sino a aceptar a todos verse como el mundo los quiere ver. El mundo le a construido una fantasía a todos, le ha inventado otro engaño como todos los demás. El engaño de la educación. Del creer que la educación que les dan los hace libres e independientes. Del creer que la educación que les dan les ayuda a avanzar y a crecer como personas. El mundo vive en todo un engaño. La educación se ha creado para hacer creer a todos que avanzar es comprar y comprar. En base a la educación de consumo se ha hasta inventado toda la historia de la humanidad. Nada que no convenga a la economía se dice"
Humanos,"Los libros de historia no enseñan nada, sino a aceptar a todos verse como el mundo los quiere ver. El mundo le a construido una fantasía a todos, le ha inventado otro engaño como todos los demás. El engaño de la educación. Del creer que la educación que les dan los hace libres e independientes. Del creer que la educación que les dan les ayuda a avanzar y a crecer como personas. El mundo vive en todo un engaño. La educación se ha creado para hacer creer a todos que avanzar es comprar y comprar. En base a la educación de consumo se ha hasta inventado toda la historia de la humanidad. Nada que no convenga a la economía se dice"
Dios,Moriría uno por alguien que ama? ¿Cómo entonces no poder morir por Dios? Si tan solo le supieran conocer
Conocimiento,Moriría uno por alguien que ama? ¿Cómo entonces no poder morir por Dios? Si tan solo le supieran conocer
Muerte,Moriría uno por alguien que ama? ¿Cómo entonces no poder morir por Dios? Si tan solo le supieran conocer
Poder,Moriría uno por alguien que ama? ¿Cómo entonces no poder morir por Dios? Si tan solo le supieran conocer
Mundo,Haría más por uno de esos que el mundo hoy llama criminales que por los que todo el mundo alaba o respeta. Esos son los criminales más grandes del mundo. En ellos está la culpa de todos los crímenes habidos y por haber
Ley,"Si alguien alguna vez creyó a uno de estos que el mundo llama criminales peligroso y propio de temer por ser uno aliados de la ley, imagínense cuán peligroso y propio de temer pueden ser los que rigen el mundo por no ser su uno aliado. Ni siquiera por faltarles a sus leyes, sino tan solo por oponerse alguien a sus ideales. Ellos que todo lo quieren controlar. Ellos que todo lo planean. Ellos que pareciera que nadie se les escapa de las manos. Si tan solo quien luchase por Dios temiera a nadie ni a nada más que a Dios mismo. Mal por ellos"
Dios,"Si alguien alguna vez creyó a uno de estos que el mundo llama criminales peligroso y propio de temer por ser uno aliados de la ley, imagínense cuán peligroso y propio de temer pueden ser los que rigen el mundo por no ser su uno aliado. Ni siquiera por faltarles a sus leyes, sino tan solo por oponerse alguien a sus ideales. Ellos que todo lo quieren controlar. Ellos que todo lo planean. Ellos que pareciera que nadie se les escapa de las manos. Si tan solo quien luchase por Dios temiera a nadie ni a nada más que a Dios mismo. Mal por ellos"
Mal,"Si alguien alguna vez creyó a uno de estos que el mundo llama criminales peligroso y propio de temer por ser uno aliados de la ley, imagínense cuán peligroso y propio de temer pueden ser los que rigen el mundo por no ser su uno aliado. Ni siquiera por faltarles a sus leyes, sino tan solo por oponerse alguien a sus ideales. Ellos que todo lo quieren controlar. Ellos que todo lo planean. Ellos que pareciera que nadie se les escapa de las manos. Si tan solo quien luchase por Dios temiera a nadie ni a nada más que a Dios mismo. Mal por ellos"
Mundo,"Si alguien alguna vez creyó a uno de estos que el mundo llama criminales peligroso y propio de temer por ser uno aliados de la ley, imagínense cuán peligroso y propio de temer pueden ser los que rigen el mundo por no ser su uno aliado. Ni siquiera por faltarles a sus leyes, sino tan solo por oponerse alguien a sus ideales. Ellos que todo lo quieren controlar. Ellos que todo lo planean. Ellos que pareciera que nadie se les escapa de las manos. Si tan solo quien luchase por Dios temiera a nadie ni a nada más que a Dios mismo. Mal por ellos"
Mal,"Si alguien alguna vez creyó a uno de estos que el mundo llama criminales peligroso y propio de temer por ser uno aliados de la ley, imagínense cuán peligroso y propio de temer pueden ser los que rigen el mundo por no ser su uno aliado. Ni siquiera por faltarles a sus leyes, sino tan solo por oponerse alguien a sus ideales. Ellos que todo lo quieren controlar. Ellos que todo lo planean. Ellos que pareciera que nadie se les escapa de las manos. Si tan solo quien luchase por Dios temiera a nadie ni a nada más que a Dios mismo. Mal por ellos"
Felicidad,"La felicidad está en construir relaciones, no en echarlas a perder. Está en construir una relación con uno mismo, la única que depende de uno, y luego construir relaciones con los demás. Con los familiares, los que Dios nos dio primero que todo. Luego amistades y cuanto nos rodea. La felicidad está en nada más que en la armonía con todo y con todos. No en trabajar, no en codiciar, no en complacerse. Ninguna relación se hecha a perder aún cuando se busca construirlas. No todas las relaciones no se ven ni funcionan igual. Sí, habrán relaciones que cuya armonía está en apartarse de ellas. Pero todas hay que amarlas, porque así funcionan las cosas para bien. No como uno las quiere, sino como son. Así hasta lo más mortal nos parece hermoso, como lo más hiriente"
Trabajar,"La felicidad está en construir relaciones, no en echarlas a perder. Está en construir una relación con uno mismo, la única que depende de uno, y luego construir relaciones con los demás. Con los familiares, los que Dios nos dio primero que todo. Luego amistades y cuanto nos rodea. La felicidad está en nada más que en la armonía con todo y con todos. No en trabajar, no en codiciar, no en complacerse. Ninguna relación se hecha a perder aún cuando se busca construirlas. No todas las relaciones no se ven ni funcionan igual. Sí, habrán relaciones que cuya armonía está en apartarse de ellas. Pero todas hay que amarlas, porque así funcionan las cosas para bien. No como uno las quiere, sino como son. Así hasta lo más mortal nos parece hermoso, como lo más hiriente"
Dios,"La felicidad está en construir relaciones, no en echarlas a perder. Está en construir una relación con uno mismo, la única que depende de uno, y luego construir relaciones con los demás. Con los familiares, los que Dios nos dio primero que todo. Luego amistades y cuanto nos rodea. La felicidad está en nada más que en la armonía con todo y con todos. No en trabajar, no en codiciar, no en complacerse. Ninguna relación se hecha a perder aún cuando se busca construirlas. No todas las relaciones no se ven ni funcionan igual. Sí, habrán relaciones que cuya armonía está en apartarse de ellas. Pero todas hay que amarlas, porque así funcionan las cosas para bien. No como uno las quiere, sino como son. Así hasta lo más mortal nos parece hermoso, como lo más hiriente"
Armonía,"La felicidad está en construir relaciones, no en echarlas a perder. Está en construir una relación con uno mismo, la única que depende de uno, y luego construir relaciones con los demás. Con los familiares, los que Dios nos dio primero que todo. Luego amistades y cuanto nos rodea. La felicidad está en nada más que en la armonía con todo y con todos. No en trabajar, no en codiciar, no en complacerse. Ninguna relación se hecha a perder aún cuando se busca construirlas. No todas las relaciones no se ven ni funcionan igual. Sí, habrán relaciones que cuya armonía está en apartarse de ellas. Pero todas hay que amarlas, porque así funcionan las cosas para bien. No como uno las quiere, sino como son. Así hasta lo más mortal nos parece hermoso, como lo más hiriente"
Bien,"La felicidad está en construir relaciones, no en echarlas a perder. Está en construir una relación con uno mismo, la única que depende de uno, y luego construir relaciones con los demás. Con los familiares, los que Dios nos dio primero que todo. Luego amistades y cuanto nos rodea. La felicidad está en nada más que en la armonía con todo y con todos. No en trabajar, no en codiciar, no en complacerse. Ninguna relación se hecha a perder aún cuando se busca construirlas. No todas las relaciones no se ven ni funcionan igual. Sí, habrán relaciones que cuya armonía está en apartarse de ellas. Pero todas hay que amarlas, porque así funcionan las cosas para bien. No como uno las quiere, sino como son. Así hasta lo más mortal nos parece hermoso, como lo más hiriente"
Familia,"La felicidad está en construir relaciones, no en echarlas a perder. Está en construir una relación con uno mismo, la única que depende de uno, y luego construir relaciones con los demás. Con los familiares, los que Dios nos dio primero que todo. Luego amistades y cuanto nos rodea. La felicidad está en nada más que en la armonía con todo y con todos. No en trabajar, no en codiciar, no en complacerse. Ninguna relación se hecha a perder aún cuando se busca construirlas. No todas las relaciones no se ven ni funcionan igual. Sí, habrán relaciones que cuya armonía está en apartarse de ellas. Pero todas hay que amarlas, porque así funcionan las cosas para bien. No como uno las quiere, sino como son. Así hasta lo más mortal nos parece hermoso, como lo más hiriente"
Felicidad,"Es tan desconsiderado hoy pedirle a alguien que busque pasar menos tiempo en el trabajo, que busque estar más cerca de uno. Es por supuesto desconsiderado pedirle a alguien que se ha tragado tantos problemas que piense, cuando lo único que quisieran es no pensar y ni recordar. Ojalá pudiera incluso pedirle a alguien que deje de buscar felicidad afuera, como en la plata y en el trabajo, y la encuentre donde a todo el mundo le espera, en el alma. Y que si quiere algo más afuera, que la encuentre en los que le esperan verle todos los días, en la familia"
Trabajar,"Es tan desconsiderado hoy pedirle a alguien que busque pasar menos tiempo en el trabajo, que busque estar más cerca de uno. Es por supuesto desconsiderado pedirle a alguien que se ha tragado tantos problemas que piense, cuando lo único que quisieran es no pensar y ni recordar. Ojalá pudiera incluso pedirle a alguien que deje de buscar felicidad afuera, como en la plata y en el trabajo, y la encuentre donde a todo el mundo le espera, en el alma. Y que si quiere algo más afuera, que la encuentre en los que le esperan verle todos los días, en la familia"
Pensar,"Es tan desconsiderado hoy pedirle a alguien que busque pasar menos tiempo en el trabajo, que busque estar más cerca de uno. Es por supuesto desconsiderado pedirle a alguien que se ha tragado tantos problemas que piense, cuando lo único que quisieran es no pensar y ni recordar. Ojalá pudiera incluso pedirle a alguien que deje de buscar felicidad afuera, como en la plata y en el trabajo, y la encuentre donde a todo el mundo le espera, en el alma. Y que si quiere algo más afuera, que la encuentre en los que le esperan verle todos los días, en la familia"
Problemas,"Es tan desconsiderado hoy pedirle a alguien que busque pasar menos tiempo en el trabajo, que busque estar más cerca de uno. Es por supuesto desconsiderado pedirle a alguien que se ha tragado tantos problemas que piense, cuando lo único que quisieran es no pensar y ni recordar. Ojalá pudiera incluso pedirle a alguien que deje de buscar felicidad afuera, como en la plata y en el trabajo, y la encuentre donde a todo el mundo le espera, en el alma. Y que si quiere algo más afuera, que la encuentre en los que le esperan verle todos los días, en la familia"
Mundo,"Es tan desconsiderado hoy pedirle a alguien que busque pasar menos tiempo en el trabajo, que busque estar más cerca de uno. Es por supuesto desconsiderado pedirle a alguien que se ha tragado tantos problemas que piense, cuando lo único que quisieran es no pensar y ni recordar. Ojalá pudiera incluso pedirle a alguien que deje de buscar felicidad afuera, como en la plata y en el trabajo, y la encuentre donde a todo el mundo le espera, en el alma. Y que si quiere algo más afuera, que la encuentre en los que le esperan verle todos los días, en la familia"
Alma,"Es tan desconsiderado hoy pedirle a alguien que busque pasar menos tiempo en el trabajo, que busque estar más cerca de uno. Es por supuesto desconsiderado pedirle a alguien que se ha tragado tantos problemas que piense, cuando lo único que quisieran es no pensar y ni recordar. Ojalá pudiera incluso pedirle a alguien que deje de buscar felicidad afuera, como en la plata y en el trabajo, y la encuentre donde a todo el mundo le espera, en el alma. Y que si quiere algo más afuera, que la encuentre en los que le esperan verle todos los días, en la familia"
Tiempo,"Es tan desconsiderado hoy pedirle a alguien que busque pasar menos tiempo en el trabajo, que busque estar más cerca de uno. Es por supuesto desconsiderado pedirle a alguien que se ha tragado tantos problemas que piense, cuando lo único que quisieran es no pensar y ni recordar. Ojalá pudiera incluso pedirle a alguien que deje de buscar felicidad afuera, como en la plata y en el trabajo, y la encuentre donde a todo el mundo le espera, en el alma. Y que si quiere algo más afuera, que la encuentre en los que le esperan verle todos los días, en la familia"
Vida,"Definitivamente es durante la vida que le queda a una madre que un hijo debe de estar con ella, de no ser por las miserias a la que los hombres se someten, que les exige buscar afuera su calma que nunca se encuentra. Mientras hay familia, en la calma no hay nada más preciado que la familia. La calma solo se encuentra adentro, y cuando hay calma, ¿qué más hace falta, si acaso la familia? Cuando se encuentra la calma en el interior, se sabe que nada de lo que está afuera de uno depende de uno ni a uno le pertenece. Entonces ¿qué más le podría hacer falta a uno, sino máximo la familia? Cuando uno encuentra la paz en uno mismo, uno no busca a nadie ni nada afuera. La familia es la dicha más grande que uno puede tener. Todas las dichas vienen y van, pero ninguna nos viene tan amena y tan inadvertida como la familia. La familia es semejante dicha que le llega a uno sin buscarla. Sin embargo, aunque todas las dichas son amenas, para muchos, como la familia ninguna pasa también tan inadvertida"
Humanos,"Definitivamente es durante la vida que le queda a una madre que un hijo debe de estar con ella, de no ser por las miserias a la que los hombres se someten, que les exige buscar afuera su calma que nunca se encuentra. Mientras hay familia, en la calma no hay nada más preciado que la familia. La calma solo se encuentra adentro, y cuando hay calma, ¿qué más hace falta, si acaso la familia? Cuando se encuentra la calma en el interior, se sabe que nada de lo que está afuera de uno depende de uno ni a uno le pertenece. Entonces ¿qué más le podría hacer falta a uno, sino máximo la familia? Cuando uno encuentra la paz en uno mismo, uno no busca a nadie ni nada afuera. La familia es la dicha más grande que uno puede tener. Todas las dichas vienen y van, pero ninguna nos viene tan amena y tan inadvertida como la familia. La familia es semejante dicha que le llega a uno sin buscarla. Sin embargo, aunque todas las dichas son amenas, para muchos, como la familia ninguna pasa también tan inadvertida"
Miseria,"Definitivamente es durante la vida que le queda a una madre que un hijo debe de estar con ella, de no ser por las miserias a la que los hombres se someten, que les exige buscar afuera su calma que nunca se encuentra. Mientras hay familia, en la calma no hay nada más preciado que la familia. La calma solo se encuentra adentro, y cuando hay calma, ¿qué más hace falta, si acaso la familia? Cuando se encuentra la calma en el interior, se sabe que nada de lo que está afuera de uno depende de uno ni a uno le pertenece. Entonces ¿qué más le podría hacer falta a uno, sino máximo la familia? Cuando uno encuentra la paz en uno mismo, uno no busca a nadie ni nada afuera. La familia es la dicha más grande que uno puede tener. Todas las dichas vienen y van, pero ninguna nos viene tan amena y tan inadvertida como la familia. La familia es semejante dicha que le llega a uno sin buscarla. Sin embargo, aunque todas las dichas son amenas, para muchos, como la familia ninguna pasa también tan inadvertida"
Mundo,La paz es una ilusión sin duda pero para el que la pretenda en un mundo en que se vive tras el placer
Ilusión,La paz es una ilusión sin duda pero para el que la pretenda en un mundo en que se vive tras el placer
Humanos,"El morbo hace tan incongruentes a las personas que bajo su efecto hacen todo lo que  en su sano juicio les apenaría y desagradaría. Y hay quienes viven a filosofía del morbo. Cochinos, cómo se revuelcan. Miren como se disgustan de los gases, pero luego mírenlos como le meten la cara a alguien entre las nalgas. Miren como se disgustan de los besos de lengua, pero luego mírenlos como le pasan la lengua a alguien entre las piernas. Miren como no les da pena haber sudado. Miren como no les da pena oler a pescado"
Hablar,"El hombre habla de Dios como si fuera cosa de la posterioridad, del después de la muerte. Temen su juicio como algo que sucederá una vez hayan terminado la vida, como si la vida fuera un examen. Se deja ver lo enajenados que están de toda naturaleza por la academia. Pero Dios juzga aquí y de inmediato, y lo que viven, sea que lo entiendan como una desgracia o una dicha, es su recompensa. Pobre el que no se de cuenta porque al final de su vida nada va a encontrar sino el colmo de lo que en toda su vida ha sembrado"
Naturaleza,"El hombre habla de Dios como si fuera cosa de la posterioridad, del después de la muerte. Temen su juicio como algo que sucederá una vez hayan terminado la vida, como si la vida fuera un examen. Se deja ver lo enajenados que están de toda naturaleza por la academia. Pero Dios juzga aquí y de inmediato, y lo que viven, sea que lo entiendan como una desgracia o una dicha, es su recompensa. Pobre el que no se de cuenta porque al final de su vida nada va a encontrar sino el colmo de lo que en toda su vida ha sembrado"
Vida,"El hombre habla de Dios como si fuera cosa de la posterioridad, del después de la muerte. Temen su juicio como algo que sucederá una vez hayan terminado la vida, como si la vida fuera un examen. Se deja ver lo enajenados que están de toda naturaleza por la academia. Pero Dios juzga aquí y de inmediato, y lo que viven, sea que lo entiendan como una desgracia o una dicha, es su recompensa. Pobre el que no se de cuenta porque al final de su vida nada va a encontrar sino el colmo de lo que en toda su vida ha sembrado"
Dios,"El hombre habla de Dios como si fuera cosa de la posterioridad, del después de la muerte. Temen su juicio como algo que sucederá una vez hayan terminado la vida, como si la vida fuera un examen. Se deja ver lo enajenados que están de toda naturaleza por la academia. Pero Dios juzga aquí y de inmediato, y lo que viven, sea que lo entiendan como una desgracia o una dicha, es su recompensa. Pobre el que no se de cuenta porque al final de su vida nada va a encontrar sino el colmo de lo que en toda su vida ha sembrado"
Pobreza,"El hombre habla de Dios como si fuera cosa de la posterioridad, del después de la muerte. Temen su juicio como algo que sucederá una vez hayan terminado la vida, como si la vida fuera un examen. Se deja ver lo enajenados que están de toda naturaleza por la academia. Pero Dios juzga aquí y de inmediato, y lo que viven, sea que lo entiendan como una desgracia o una dicha, es su recompensa. Pobre el que no se de cuenta porque al final de su vida nada va a encontrar sino el colmo de lo que en toda su vida ha sembrado"
Muerte,"El hombre habla de Dios como si fuera cosa de la posterioridad, del después de la muerte. Temen su juicio como algo que sucederá una vez hayan terminado la vida, como si la vida fuera un examen. Se deja ver lo enajenados que están de toda naturaleza por la academia. Pero Dios juzga aquí y de inmediato, y lo que viven, sea que lo entiendan como una desgracia o una dicha, es su recompensa. Pobre el que no se de cuenta porque al final de su vida nada va a encontrar sino el colmo de lo que en toda su vida ha sembrado"
Humanos,"El hombre habla de Dios como si fuera cosa de la posterioridad, del después de la muerte. Temen su juicio como algo que sucederá una vez hayan terminado la vida, como si la vida fuera un examen. Se deja ver lo enajenados que están de toda naturaleza por la academia. Pero Dios juzga aquí y de inmediato, y lo que viven, sea que lo entiendan como una desgracia o una dicha, es su recompensa. Pobre el que no se de cuenta porque al final de su vida nada va a encontrar sino el colmo de lo que en toda su vida ha sembrado"
Realidad,"Somos la manifestación de algo más grande. Me parezco a lo que soy en realidad, y a mi alrededor tengo manifestado muchos temores. Se me manifiestan mis errores. Todo lo que no se soy no lo encuentro porque no lo temo. Todo lo que no defino no lo conozco pero es lo que me tiene vivo. Todo lo que defino me ataca. No soy nadie distinto ni nada es hacia mi diferente"
Manifestación,"Somos la manifestación de algo más grande. Me parezco a lo que soy en realidad, y a mi alrededor tengo manifestado muchos temores. Se me manifiestan mis errores. Todo lo que no se soy no lo encuentro porque no lo temo. Todo lo que no defino no lo conozco pero es lo que me tiene vivo. Todo lo que defino me ataca. No soy nadie distinto ni nada es hacia mi diferente"
Mundo,"El mundo convirtió el cocinar en una vanidad. Cocinar debe ser simplemente para tornar un alimento digerible, no sabroso ni apetitoso"
Mundo,Solo en este mundo de ladrones un país en el que crecen edificios no se preocupa por el hambre mientras sí los que crecen árboles
Sentido,"Si ya no se tienen sentidos para reaccionar ante lo que se debe reaccionar, piénsese si se debería reaccionar. Si ya el oído no se estorba con el ruido, piénsese si el ruido debería estorbar. Asimismo piénsese sobre la vista, sobre el olor, sobre los sentimientos, y sobre cuanto pueda ser percibido por los sentidos que ya no reaccionamos. El hombre está como muerto"
Humanos,"Si ya no se tienen sentidos para reaccionar ante lo que se debe reaccionar, piénsese si se debería reaccionar. Si ya el oído no se estorba con el ruido, piénsese si el ruido debería estorbar. Asimismo piénsese sobre la vista, sobre el olor, sobre los sentimientos, y sobre cuanto pueda ser percibido por los sentidos que ya no reaccionamos. El hombre está como muerto"
Dios,Los valores son el mejor medio de enseñar a adorar a Dios
Enseñanza,Los valores son el mejor medio de enseñar a adorar a Dios
