Categoría,Texto
Mal,"Tuve tanto entusiasmo por lo mundano que lo mundano me enfermó, me entristeció, me lió, me desilusionó. Pero tuve la dicha de encontrar a Dios, y poder dedicarle el mismo entusiasmo sin ningún mal, porque de Dios nunca se tiene lo suficiente. No conoce a Dios el que cree que Dios está en la palabra o en la escritura, así como aquel que cree que está en las cosas. Ese padece el mismo problema por lo mundano porque adora y relaciona lo divino con lo material. Ese nunca ha conocido a Dios y de eso no puede demostrar su entusiasmo sin enfermarse y perjudicar a los demás"
Poder,"Tuve tanto entusiasmo por lo mundano que lo mundano me enfermó, me entristeció, me lió, me desilusionó. Pero tuve la dicha de encontrar a Dios, y poder dedicarle el mismo entusiasmo sin ningún mal, porque de Dios nunca se tiene lo suficiente. No conoce a Dios el que cree que Dios está en la palabra o en la escritura, así como aquel que cree que está en las cosas. Ese padece el mismo problema por lo mundano porque adora y relaciona lo divino con lo material. Ese nunca ha conocido a Dios y de eso no puede demostrar su entusiasmo sin enfermarse y perjudicar a los demás"
Mal,"Tuve tanto entusiasmo por lo mundano que lo mundano me enfermó, me entristeció, me lió, me desilusionó. Pero tuve la dicha de encontrar a Dios, y poder dedicarle el mismo entusiasmo sin ningún mal, porque de Dios nunca se tiene lo suficiente. No conoce a Dios el que cree que Dios está en la palabra o en la escritura, así como aquel que cree que está en las cosas. Ese padece el mismo problema por lo mundano porque adora y relaciona lo divino con lo material. Ese nunca ha conocido a Dios y de eso no puede demostrar su entusiasmo sin enfermarse y perjudicar a los demás"
Verdad,"Déjense de dramas que Dios todo lo ha planeado, nada ha sido impresionante, nada ha sido sensacional, nada se le ha complicado, nada le ha puesto a pensar ni a reconsiderar. No piensen en el pasado, no piensen en que hice y en que pude hacer, que nunca ha habido espacio para decidir, ni posibilidad para alternativa alguna. No llores, no rías ni te emociones, que nunca has estado ligado ni implicado a nada de lo que ha ocurrido, nada a salido como quieres, como deseabas o pensabas. Todo ha salido como desde un principio Dios lo quizo, e insensato es reaccionar más que lo que cualquier otro animal hace cuando le sucede lo que le suceda, o a cualquier planta u obra divina, que es todo lo que existe. Más que un animal que alumbra a sus críos. Más que uno que encuentra agua en medio del desierto. Más que una que florece, o uno que los suyos desaparecen. Más que uno que de su madre se pierde o la muerte adolece. Me dirijo en el contexto del hombre. Pero el hombre trata de atribuirle a los hombres esta gran creación. De verdad no conocen a Dios, no comprenden ni tienen la más mínima noción. Gran vergüenza son. Nunca han estado ni cerca de lograr nada"
Pensar,"Déjense de dramas que Dios todo lo ha planeado, nada ha sido impresionante, nada ha sido sensacional, nada se le ha complicado, nada le ha puesto a pensar ni a reconsiderar. No piensen en el pasado, no piensen en que hice y en que pude hacer, que nunca ha habido espacio para decidir, ni posibilidad para alternativa alguna. No llores, no rías ni te emociones, que nunca has estado ligado ni implicado a nada de lo que ha ocurrido, nada a salido como quieres, como deseabas o pensabas. Todo ha salido como desde un principio Dios lo quizo, e insensato es reaccionar más que lo que cualquier otro animal hace cuando le sucede lo que le suceda, o a cualquier planta u obra divina, que es todo lo que existe. Más que un animal que alumbra a sus críos. Más que uno que encuentra agua en medio del desierto. Más que una que florece, o uno que los suyos desaparecen. Más que uno que de su madre se pierde o la muerte adolece. Me dirijo en el contexto del hombre. Pero el hombre trata de atribuirle a los hombres esta gran creación. De verdad no conocen a Dios, no comprenden ni tienen la más mínima noción. Gran vergüenza son. Nunca han estado ni cerca de lograr nada"
Dios,"Déjense de dramas que Dios todo lo ha planeado, nada ha sido impresionante, nada ha sido sensacional, nada se le ha complicado, nada le ha puesto a pensar ni a reconsiderar. No piensen en el pasado, no piensen en que hice y en que pude hacer, que nunca ha habido espacio para decidir, ni posibilidad para alternativa alguna. No llores, no rías ni te emociones, que nunca has estado ligado ni implicado a nada de lo que ha ocurrido, nada a salido como quieres, como deseabas o pensabas. Todo ha salido como desde un principio Dios lo quizo, e insensato es reaccionar más que lo que cualquier otro animal hace cuando le sucede lo que le suceda, o a cualquier planta u obra divina, que es todo lo que existe. Más que un animal que alumbra a sus críos. Más que uno que encuentra agua en medio del desierto. Más que una que florece, o uno que los suyos desaparecen. Más que uno que de su madre se pierde o la muerte adolece. Me dirijo en el contexto del hombre. Pero el hombre trata de atribuirle a los hombres esta gran creación. De verdad no conocen a Dios, no comprenden ni tienen la más mínima noción. Gran vergüenza son. Nunca han estado ni cerca de lograr nada"
Muerte,"Déjense de dramas que Dios todo lo ha planeado, nada ha sido impresionante, nada ha sido sensacional, nada se le ha complicado, nada le ha puesto a pensar ni a reconsiderar. No piensen en el pasado, no piensen en que hice y en que pude hacer, que nunca ha habido espacio para decidir, ni posibilidad para alternativa alguna. No llores, no rías ni te emociones, que nunca has estado ligado ni implicado a nada de lo que ha ocurrido, nada a salido como quieres, como deseabas o pensabas. Todo ha salido como desde un principio Dios lo quizo, e insensato es reaccionar más que lo que cualquier otro animal hace cuando le sucede lo que le suceda, o a cualquier planta u obra divina, que es todo lo que existe. Más que un animal que alumbra a sus críos. Más que uno que encuentra agua en medio del desierto. Más que una que florece, o uno que los suyos desaparecen. Más que uno que de su madre se pierde o la muerte adolece. Me dirijo en el contexto del hombre. Pero el hombre trata de atribuirle a los hombres esta gran creación. De verdad no conocen a Dios, no comprenden ni tienen la más mínima noción. Gran vergüenza son. Nunca han estado ni cerca de lograr nada"
Humanos,"Déjense de dramas que Dios todo lo ha planeado, nada ha sido impresionante, nada ha sido sensacional, nada se le ha complicado, nada le ha puesto a pensar ni a reconsiderar. No piensen en el pasado, no piensen en que hice y en que pude hacer, que nunca ha habido espacio para decidir, ni posibilidad para alternativa alguna. No llores, no rías ni te emociones, que nunca has estado ligado ni implicado a nada de lo que ha ocurrido, nada a salido como quieres, como deseabas o pensabas. Todo ha salido como desde un principio Dios lo quizo, e insensato es reaccionar más que lo que cualquier otro animal hace cuando le sucede lo que le suceda, o a cualquier planta u obra divina, que es todo lo que existe. Más que un animal que alumbra a sus críos. Más que uno que encuentra agua en medio del desierto. Más que una que florece, o uno que los suyos desaparecen. Más que uno que de su madre se pierde o la muerte adolece. Me dirijo en el contexto del hombre. Pero el hombre trata de atribuirle a los hombres esta gran creación. De verdad no conocen a Dios, no comprenden ni tienen la más mínima noción. Gran vergüenza son. Nunca han estado ni cerca de lograr nada"
Dios,"Nunca profetizaré nada que a lo largo de la historia no se pueda encontrar, que trate de hacer entender lo que a corto plazo nos sobrevendrá, porque a la larga todo está predestinado para la gloria de Dios, confirmado a través de los años y de los ciclos y solo esto es confirmado y seguro que sucederá. Nada será como predican los hombres, será como anuncian los hombres por ciclos de ciclos. No importa qué pasará de aquí a cien años, de aquí a mil años, esos son preocupaciones mundanas de los penosos hombrecillos, lo que importa es lo que pasará en el fin de los días, anunciado y siempre preservado para la gloria de Dios"
Entendimiento,"Nunca profetizaré nada que a lo largo de la historia no se pueda encontrar, que trate de hacer entender lo que a corto plazo nos sobrevendrá, porque a la larga todo está predestinado para la gloria de Dios, confirmado a través de los años y de los ciclos y solo esto es confirmado y seguro que sucederá. Nada será como predican los hombres, será como anuncian los hombres por ciclos de ciclos. No importa qué pasará de aquí a cien años, de aquí a mil años, esos son preocupaciones mundanas de los penosos hombrecillos, lo que importa es lo que pasará en el fin de los días, anunciado y siempre preservado para la gloria de Dios"
Preocupación,"Nunca profetizaré nada que a lo largo de la historia no se pueda encontrar, que trate de hacer entender lo que a corto plazo nos sobrevendrá, porque a la larga todo está predestinado para la gloria de Dios, confirmado a través de los años y de los ciclos y solo esto es confirmado y seguro que sucederá. Nada será como predican los hombres, será como anuncian los hombres por ciclos de ciclos. No importa qué pasará de aquí a cien años, de aquí a mil años, esos son preocupaciones mundanas de los penosos hombrecillos, lo que importa es lo que pasará en el fin de los días, anunciado y siempre preservado para la gloria de Dios"
Humanos,"Nunca profetizaré nada que a lo largo de la historia no se pueda encontrar, que trate de hacer entender lo que a corto plazo nos sobrevendrá, porque a la larga todo está predestinado para la gloria de Dios, confirmado a través de los años y de los ciclos y solo esto es confirmado y seguro que sucederá. Nada será como predican los hombres, será como anuncian los hombres por ciclos de ciclos. No importa qué pasará de aquí a cien años, de aquí a mil años, esos son preocupaciones mundanas de los penosos hombrecillos, lo que importa es lo que pasará en el fin de los días, anunciado y siempre preservado para la gloria de Dios"
Dios,"Lo único que se está degradando es la insolencia hacia Dios. No se está repitiendo la historia para que el pecado logre dominar al mundo, sino para que la santidad lo logre dominar"
Mundo,"Lo único que se está degradando es la insolencia hacia Dios. No se está repitiendo la historia para que el pecado logre dominar al mundo, sino para que la santidad lo logre dominar"
Reflexión,"De no ser por la incomodidad no habría posibilidad de reaccionar a la vida. La comodidad es un medio de manipulación. Pero lo que conocemos y llamamos comodidad no es otra cosa que el placer. La falta de placer es causante de la reflexión. Porque quien busca placer, a otros causa disgustos y envidia. El placer nos mantiene lejos de la reflexión. Lo que no es ni placentero ni desagradable es dependiente de la reflexión y es comodidad porque todos pueden disfrutarla sin temor. He ahí que buscar regalarle a la gente placeres o mejor entendido como comodidades, de las claramente falsas, para motivarles a conseguir mayores placeres o al menos conformarsen en ellos es estratégico. Entendamos en malos términos, los placeres como comodidades y las comodidades como necesidades. Las necesidades nadie las puede proveer, están establecidas por la naturaleza, y nunca nadie va a poder mantener a nadie en estabilidad con algo que le es dado por alguien, y no por la naturaleza. Esas siempre serán comodidades, de cuya ilusión o conformidad todo ser ineludiblemente despertar"
Naturaleza,"De no ser por la incomodidad no habría posibilidad de reaccionar a la vida. La comodidad es un medio de manipulación. Pero lo que conocemos y llamamos comodidad no es otra cosa que el placer. La falta de placer es causante de la reflexión. Porque quien busca placer, a otros causa disgustos y envidia. El placer nos mantiene lejos de la reflexión. Lo que no es ni placentero ni desagradable es dependiente de la reflexión y es comodidad porque todos pueden disfrutarla sin temor. He ahí que buscar regalarle a la gente placeres o mejor entendido como comodidades, de las claramente falsas, para motivarles a conseguir mayores placeres o al menos conformarsen en ellos es estratégico. Entendamos en malos términos, los placeres como comodidades y las comodidades como necesidades. Las necesidades nadie las puede proveer, están establecidas por la naturaleza, y nunca nadie va a poder mantener a nadie en estabilidad con algo que le es dado por alguien, y no por la naturaleza. Esas siempre serán comodidades, de cuya ilusión o conformidad todo ser ineludiblemente despertar"
Vida,"De no ser por la incomodidad no habría posibilidad de reaccionar a la vida. La comodidad es un medio de manipulación. Pero lo que conocemos y llamamos comodidad no es otra cosa que el placer. La falta de placer es causante de la reflexión. Porque quien busca placer, a otros causa disgustos y envidia. El placer nos mantiene lejos de la reflexión. Lo que no es ni placentero ni desagradable es dependiente de la reflexión y es comodidad porque todos pueden disfrutarla sin temor. He ahí que buscar regalarle a la gente placeres o mejor entendido como comodidades, de las claramente falsas, para motivarles a conseguir mayores placeres o al menos conformarsen en ellos es estratégico. Entendamos en malos términos, los placeres como comodidades y las comodidades como necesidades. Las necesidades nadie las puede proveer, están establecidas por la naturaleza, y nunca nadie va a poder mantener a nadie en estabilidad con algo que le es dado por alguien, y no por la naturaleza. Esas siempre serán comodidades, de cuya ilusión o conformidad todo ser ineludiblemente despertar"
Gente,"De no ser por la incomodidad no habría posibilidad de reaccionar a la vida. La comodidad es un medio de manipulación. Pero lo que conocemos y llamamos comodidad no es otra cosa que el placer. La falta de placer es causante de la reflexión. Porque quien busca placer, a otros causa disgustos y envidia. El placer nos mantiene lejos de la reflexión. Lo que no es ni placentero ni desagradable es dependiente de la reflexión y es comodidad porque todos pueden disfrutarla sin temor. He ahí que buscar regalarle a la gente placeres o mejor entendido como comodidades, de las claramente falsas, para motivarles a conseguir mayores placeres o al menos conformarsen en ellos es estratégico. Entendamos en malos términos, los placeres como comodidades y las comodidades como necesidades. Las necesidades nadie las puede proveer, están establecidas por la naturaleza, y nunca nadie va a poder mantener a nadie en estabilidad con algo que le es dado por alguien, y no por la naturaleza. Esas siempre serán comodidades, de cuya ilusión o conformidad todo ser ineludiblemente despertar"
Causas,"De no ser por la incomodidad no habría posibilidad de reaccionar a la vida. La comodidad es un medio de manipulación. Pero lo que conocemos y llamamos comodidad no es otra cosa que el placer. La falta de placer es causante de la reflexión. Porque quien busca placer, a otros causa disgustos y envidia. El placer nos mantiene lejos de la reflexión. Lo que no es ni placentero ni desagradable es dependiente de la reflexión y es comodidad porque todos pueden disfrutarla sin temor. He ahí que buscar regalarle a la gente placeres o mejor entendido como comodidades, de las claramente falsas, para motivarles a conseguir mayores placeres o al menos conformarsen en ellos es estratégico. Entendamos en malos términos, los placeres como comodidades y las comodidades como necesidades. Las necesidades nadie las puede proveer, están establecidas por la naturaleza, y nunca nadie va a poder mantener a nadie en estabilidad con algo que le es dado por alguien, y no por la naturaleza. Esas siempre serán comodidades, de cuya ilusión o conformidad todo ser ineludiblemente despertar"
Necesidad,"De no ser por la incomodidad no habría posibilidad de reaccionar a la vida. La comodidad es un medio de manipulación. Pero lo que conocemos y llamamos comodidad no es otra cosa que el placer. La falta de placer es causante de la reflexión. Porque quien busca placer, a otros causa disgustos y envidia. El placer nos mantiene lejos de la reflexión. Lo que no es ni placentero ni desagradable es dependiente de la reflexión y es comodidad porque todos pueden disfrutarla sin temor. He ahí que buscar regalarle a la gente placeres o mejor entendido como comodidades, de las claramente falsas, para motivarles a conseguir mayores placeres o al menos conformarsen en ellos es estratégico. Entendamos en malos términos, los placeres como comodidades y las comodidades como necesidades. Las necesidades nadie las puede proveer, están establecidas por la naturaleza, y nunca nadie va a poder mantener a nadie en estabilidad con algo que le es dado por alguien, y no por la naturaleza. Esas siempre serán comodidades, de cuya ilusión o conformidad todo ser ineludiblemente despertar"
Ilusión,"De no ser por la incomodidad no habría posibilidad de reaccionar a la vida. La comodidad es un medio de manipulación. Pero lo que conocemos y llamamos comodidad no es otra cosa que el placer. La falta de placer es causante de la reflexión. Porque quien busca placer, a otros causa disgustos y envidia. El placer nos mantiene lejos de la reflexión. Lo que no es ni placentero ni desagradable es dependiente de la reflexión y es comodidad porque todos pueden disfrutarla sin temor. He ahí que buscar regalarle a la gente placeres o mejor entendido como comodidades, de las claramente falsas, para motivarles a conseguir mayores placeres o al menos conformarsen en ellos es estratégico. Entendamos en malos términos, los placeres como comodidades y las comodidades como necesidades. Las necesidades nadie las puede proveer, están establecidas por la naturaleza, y nunca nadie va a poder mantener a nadie en estabilidad con algo que le es dado por alguien, y no por la naturaleza. Esas siempre serán comodidades, de cuya ilusión o conformidad todo ser ineludiblemente despertar"
Poder,"De no ser por la incomodidad no habría posibilidad de reaccionar a la vida. La comodidad es un medio de manipulación. Pero lo que conocemos y llamamos comodidad no es otra cosa que el placer. La falta de placer es causante de la reflexión. Porque quien busca placer, a otros causa disgustos y envidia. El placer nos mantiene lejos de la reflexión. Lo que no es ni placentero ni desagradable es dependiente de la reflexión y es comodidad porque todos pueden disfrutarla sin temor. He ahí que buscar regalarle a la gente placeres o mejor entendido como comodidades, de las claramente falsas, para motivarles a conseguir mayores placeres o al menos conformarsen en ellos es estratégico. Entendamos en malos términos, los placeres como comodidades y las comodidades como necesidades. Las necesidades nadie las puede proveer, están establecidas por la naturaleza, y nunca nadie va a poder mantener a nadie en estabilidad con algo que le es dado por alguien, y no por la naturaleza. Esas siempre serán comodidades, de cuya ilusión o conformidad todo ser ineludiblemente despertar"
Conformidad,"De no ser por la incomodidad no habría posibilidad de reaccionar a la vida. La comodidad es un medio de manipulación. Pero lo que conocemos y llamamos comodidad no es otra cosa que el placer. La falta de placer es causante de la reflexión. Porque quien busca placer, a otros causa disgustos y envidia. El placer nos mantiene lejos de la reflexión. Lo que no es ni placentero ni desagradable es dependiente de la reflexión y es comodidad porque todos pueden disfrutarla sin temor. He ahí que buscar regalarle a la gente placeres o mejor entendido como comodidades, de las claramente falsas, para motivarles a conseguir mayores placeres o al menos conformarsen en ellos es estratégico. Entendamos en malos términos, los placeres como comodidades y las comodidades como necesidades. Las necesidades nadie las puede proveer, están establecidas por la naturaleza, y nunca nadie va a poder mantener a nadie en estabilidad con algo que le es dado por alguien, y no por la naturaleza. Esas siempre serán comodidades, de cuya ilusión o conformidad todo ser ineludiblemente despertar"
Envidia,"De no ser por la incomodidad no habría posibilidad de reaccionar a la vida. La comodidad es un medio de manipulación. Pero lo que conocemos y llamamos comodidad no es otra cosa que el placer. La falta de placer es causante de la reflexión. Porque quien busca placer, a otros causa disgustos y envidia. El placer nos mantiene lejos de la reflexión. Lo que no es ni placentero ni desagradable es dependiente de la reflexión y es comodidad porque todos pueden disfrutarla sin temor. He ahí que buscar regalarle a la gente placeres o mejor entendido como comodidades, de las claramente falsas, para motivarles a conseguir mayores placeres o al menos conformarsen en ellos es estratégico. Entendamos en malos términos, los placeres como comodidades y las comodidades como necesidades. Las necesidades nadie las puede proveer, están establecidas por la naturaleza, y nunca nadie va a poder mantener a nadie en estabilidad con algo que le es dado por alguien, y no por la naturaleza. Esas siempre serán comodidades, de cuya ilusión o conformidad todo ser ineludiblemente despertar"
Mal,"De no ser por la incomodidad no habría posibilidad de reaccionar a la vida. La comodidad es un medio de manipulación. Pero lo que conocemos y llamamos comodidad no es otra cosa que el placer. La falta de placer es causante de la reflexión. Porque quien busca placer, a otros causa disgustos y envidia. El placer nos mantiene lejos de la reflexión. Lo que no es ni placentero ni desagradable es dependiente de la reflexión y es comodidad porque todos pueden disfrutarla sin temor. He ahí que buscar regalarle a la gente placeres o mejor entendido como comodidades, de las claramente falsas, para motivarles a conseguir mayores placeres o al menos conformarsen en ellos es estratégico. Entendamos en malos términos, los placeres como comodidades y las comodidades como necesidades. Las necesidades nadie las puede proveer, están establecidas por la naturaleza, y nunca nadie va a poder mantener a nadie en estabilidad con algo que le es dado por alguien, y no por la naturaleza. Esas siempre serán comodidades, de cuya ilusión o conformidad todo ser ineludiblemente despertar"
Entendimiento,"El hombre todo lo quiere entender, y nada puede entender sino como hombre"
Humanos,"El hombre todo lo quiere entender, y nada puede entender sino como hombre"
Enfermedad,"Soy la enfermedad, la plaga, los desastres naturales, la desilusión, la decepción, la tristeza, el estrés, la ansiedad, la contaminación, la salvajería, la extinción. Soy todo lo que no tiene cura, lo que no tiene remedio y lo que está destinado destruir y vencer. Pero para el que no puede entender, soy el orden, la belleza, la felicidad, la satisfacción, la inmortalidad, el amor, la armonía. Y vengo en nombre de uno solo"
Felicidad,"Soy la enfermedad, la plaga, los desastres naturales, la desilusión, la decepción, la tristeza, el estrés, la ansiedad, la contaminación, la salvajería, la extinción. Soy todo lo que no tiene cura, lo que no tiene remedio y lo que está destinado destruir y vencer. Pero para el que no puede entender, soy el orden, la belleza, la felicidad, la satisfacción, la inmortalidad, el amor, la armonía. Y vengo en nombre de uno solo"
Armonía,"Soy la enfermedad, la plaga, los desastres naturales, la desilusión, la decepción, la tristeza, el estrés, la ansiedad, la contaminación, la salvajería, la extinción. Soy todo lo que no tiene cura, lo que no tiene remedio y lo que está destinado destruir y vencer. Pero para el que no puede entender, soy el orden, la belleza, la felicidad, la satisfacción, la inmortalidad, el amor, la armonía. Y vengo en nombre de uno solo"
Entendimiento,"Soy la enfermedad, la plaga, los desastres naturales, la desilusión, la decepción, la tristeza, el estrés, la ansiedad, la contaminación, la salvajería, la extinción. Soy todo lo que no tiene cura, lo que no tiene remedio y lo que está destinado destruir y vencer. Pero para el que no puede entender, soy el orden, la belleza, la felicidad, la satisfacción, la inmortalidad, el amor, la armonía. Y vengo en nombre de uno solo"
Enfermedad,"Soy la enfermedad, la plaga, los desastres naturales, la desilusión, la decepción, la tristeza, el estrés, la ansiedad, la contaminación, la salvajería, la extinción. Soy todo lo que no tiene cura, lo que no tiene remedio y lo que está destinado destruir y vencer. Pero para el que no puede entender, soy el orden, la belleza, la felicidad, la satisfacción, la inmortalidad, el amor, la armonía. Y vengo en nombre de uno solo"
Orden,"Soy la enfermedad, la plaga, los desastres naturales, la desilusión, la decepción, la tristeza, el estrés, la ansiedad, la contaminación, la salvajería, la extinción. Soy todo lo que no tiene cura, lo que no tiene remedio y lo que está destinado destruir y vencer. Pero para el que no puede entender, soy el orden, la belleza, la felicidad, la satisfacción, la inmortalidad, el amor, la armonía. Y vengo en nombre de uno solo"
Materia,"La búsqueda de la felicidad por lo físico o material es tontería. Y la búsqueda del placer en lo físico o material es idolatría. Los comportamientos superficiales son inapropiados y perjudicial para todo ser vivo. Tanto al humano como a cualquier otro animal lo superficial le resulta en su degradación. La adulación o exaltación del cuerpo es idolatría. El gusto por la comida alterada, también. El interés por lo extremo. Cuanto se use a modo de exaltar nuestros sentidos corporales nos es perjudicial e inapropiado, teniendo que todos son producto de la astucia y de la inteligencia"
Sentido,"La búsqueda de la felicidad por lo físico o material es tontería. Y la búsqueda del placer en lo físico o material es idolatría. Los comportamientos superficiales son inapropiados y perjudicial para todo ser vivo. Tanto al humano como a cualquier otro animal lo superficial le resulta en su degradación. La adulación o exaltación del cuerpo es idolatría. El gusto por la comida alterada, también. El interés por lo extremo. Cuanto se use a modo de exaltar nuestros sentidos corporales nos es perjudicial e inapropiado, teniendo que todos son producto de la astucia y de la inteligencia"
Felicidad,"La búsqueda de la felicidad por lo físico o material es tontería. Y la búsqueda del placer en lo físico o material es idolatría. Los comportamientos superficiales son inapropiados y perjudicial para todo ser vivo. Tanto al humano como a cualquier otro animal lo superficial le resulta en su degradación. La adulación o exaltación del cuerpo es idolatría. El gusto por la comida alterada, también. El interés por lo extremo. Cuanto se use a modo de exaltar nuestros sentidos corporales nos es perjudicial e inapropiado, teniendo que todos son producto de la astucia y de la inteligencia"
Astucia,"La búsqueda de la felicidad por lo físico o material es tontería. Y la búsqueda del placer en lo físico o material es idolatría. Los comportamientos superficiales son inapropiados y perjudicial para todo ser vivo. Tanto al humano como a cualquier otro animal lo superficial le resulta en su degradación. La adulación o exaltación del cuerpo es idolatría. El gusto por la comida alterada, también. El interés por lo extremo. Cuanto se use a modo de exaltar nuestros sentidos corporales nos es perjudicial e inapropiado, teniendo que todos son producto de la astucia y de la inteligencia"
Inteligencia,"La búsqueda de la felicidad por lo físico o material es tontería. Y la búsqueda del placer en lo físico o material es idolatría. Los comportamientos superficiales son inapropiados y perjudicial para todo ser vivo. Tanto al humano como a cualquier otro animal lo superficial le resulta en su degradación. La adulación o exaltación del cuerpo es idolatría. El gusto por la comida alterada, también. El interés por lo extremo. Cuanto se use a modo de exaltar nuestros sentidos corporales nos es perjudicial e inapropiado, teniendo que todos son producto de la astucia y de la inteligencia"
Comida,"La búsqueda de la felicidad por lo físico o material es tontería. Y la búsqueda del placer en lo físico o material es idolatría. Los comportamientos superficiales son inapropiados y perjudicial para todo ser vivo. Tanto al humano como a cualquier otro animal lo superficial le resulta en su degradación. La adulación o exaltación del cuerpo es idolatría. El gusto por la comida alterada, también. El interés por lo extremo. Cuanto se use a modo de exaltar nuestros sentidos corporales nos es perjudicial e inapropiado, teniendo que todos son producto de la astucia y de la inteligencia"
Cuerpo,"La búsqueda de la felicidad por lo físico o material es tontería. Y la búsqueda del placer en lo físico o material es idolatría. Los comportamientos superficiales son inapropiados y perjudicial para todo ser vivo. Tanto al humano como a cualquier otro animal lo superficial le resulta en su degradación. La adulación o exaltación del cuerpo es idolatría. El gusto por la comida alterada, también. El interés por lo extremo. Cuanto se use a modo de exaltar nuestros sentidos corporales nos es perjudicial e inapropiado, teniendo que todos son producto de la astucia y de la inteligencia"
Gusto,"La búsqueda de la felicidad por lo físico o material es tontería. Y la búsqueda del placer en lo físico o material es idolatría. Los comportamientos superficiales son inapropiados y perjudicial para todo ser vivo. Tanto al humano como a cualquier otro animal lo superficial le resulta en su degradación. La adulación o exaltación del cuerpo es idolatría. El gusto por la comida alterada, también. El interés por lo extremo. Cuanto se use a modo de exaltar nuestros sentidos corporales nos es perjudicial e inapropiado, teniendo que todos son producto de la astucia y de la inteligencia"
Humanos,"La búsqueda de la felicidad por lo físico o material es tontería. Y la búsqueda del placer en lo físico o material es idolatría. Los comportamientos superficiales son inapropiados y perjudicial para todo ser vivo. Tanto al humano como a cualquier otro animal lo superficial le resulta en su degradación. La adulación o exaltación del cuerpo es idolatría. El gusto por la comida alterada, también. El interés por lo extremo. Cuanto se use a modo de exaltar nuestros sentidos corporales nos es perjudicial e inapropiado, teniendo que todos son producto de la astucia y de la inteligencia"
Materia,La búsqueda de lo espiritual mediante lo material o físico es idolatría y claramente superficial. Es producto de la más baja y penosa astucia e inteligencia
Astucia,La búsqueda de lo espiritual mediante lo material o físico es idolatría y claramente superficial. Es producto de la más baja y penosa astucia e inteligencia
Inteligencia,La búsqueda de lo espiritual mediante lo material o físico es idolatría y claramente superficial. Es producto de la más baja y penosa astucia e inteligencia
Espíritu,La búsqueda de lo espiritual mediante lo material o físico es idolatría y claramente superficial. Es producto de la más baja y penosa astucia e inteligencia
Realidad,"Un ser en su virtud no es consciente ni preocupado en su identidad. Es consciente del todo. He ahí que no hace experiencia del cuerpo ni de la percepción, no se ve a sí mismo, no se siente a sí mismo, siente todo a su alrededor, y así se siente a sí mismo. Refleja su ser en su alrededor. Si su alrededor está bien, este también lo está. Y si no, este tampoco. Es una realidad ineludible, no es decisión ni creencia. Pero es inconsciencia el no entender esto as"
Entendimiento,"Un ser en su virtud no es consciente ni preocupado en su identidad. Es consciente del todo. He ahí que no hace experiencia del cuerpo ni de la percepción, no se ve a sí mismo, no se siente a sí mismo, siente todo a su alrededor, y así se siente a sí mismo. Refleja su ser en su alrededor. Si su alrededor está bien, este también lo está. Y si no, este tampoco. Es una realidad ineludible, no es decisión ni creencia. Pero es inconsciencia el no entender esto as"
Cuerpo,"Un ser en su virtud no es consciente ni preocupado en su identidad. Es consciente del todo. He ahí que no hace experiencia del cuerpo ni de la percepción, no se ve a sí mismo, no se siente a sí mismo, siente todo a su alrededor, y así se siente a sí mismo. Refleja su ser en su alrededor. Si su alrededor está bien, este también lo está. Y si no, este tampoco. Es una realidad ineludible, no es decisión ni creencia. Pero es inconsciencia el no entender esto as"
Percepción,"Un ser en su virtud no es consciente ni preocupado en su identidad. Es consciente del todo. He ahí que no hace experiencia del cuerpo ni de la percepción, no se ve a sí mismo, no se siente a sí mismo, siente todo a su alrededor, y así se siente a sí mismo. Refleja su ser en su alrededor. Si su alrededor está bien, este también lo está. Y si no, este tampoco. Es una realidad ineludible, no es decisión ni creencia. Pero es inconsciencia el no entender esto as"
Bien,"Un ser en su virtud no es consciente ni preocupado en su identidad. Es consciente del todo. He ahí que no hace experiencia del cuerpo ni de la percepción, no se ve a sí mismo, no se siente a sí mismo, siente todo a su alrededor, y así se siente a sí mismo. Refleja su ser en su alrededor. Si su alrededor está bien, este también lo está. Y si no, este tampoco. Es una realidad ineludible, no es decisión ni creencia. Pero es inconsciencia el no entender esto as"
Problemas,"Si los pueblos tuviesen que comer en hojas de plátano, lo harían. Si tuviesen que hacer sus necesidades en cuclillas, también. Si tuviese que beber de la mano, sin problemas. El pueblo no es la causa del desorden, el pueblo es masa para levadura, un perfecto rebaño. Pobre el que se ofenda, porque más perdido no puede estar. Se cree libre, porque está perdido. Se cree independiente, porque decide seguir a un lobo, según dice"
Pobreza,"Si los pueblos tuviesen que comer en hojas de plátano, lo harían. Si tuviesen que hacer sus necesidades en cuclillas, también. Si tuviese que beber de la mano, sin problemas. El pueblo no es la causa del desorden, el pueblo es masa para levadura, un perfecto rebaño. Pobre el que se ofenda, porque más perdido no puede estar. Se cree libre, porque está perdido. Se cree independiente, porque decide seguir a un lobo, según dice"
Causas,"Si los pueblos tuviesen que comer en hojas de plátano, lo harían. Si tuviesen que hacer sus necesidades en cuclillas, también. Si tuviese que beber de la mano, sin problemas. El pueblo no es la causa del desorden, el pueblo es masa para levadura, un perfecto rebaño. Pobre el que se ofenda, porque más perdido no puede estar. Se cree libre, porque está perdido. Se cree independiente, porque decide seguir a un lobo, según dice"
